timestamp	stage_name	stage_steps	candidate	status	score	guard_all_ok	summary_path	report_path	metrics_path	log_path	checkpoint_path
1774831853	short_prescreen	4096	A2-progress_shape_v1-h3+progress_exit_readout	ok	0.07540283203125	False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout.log	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout.pt
1774832633	short_prescreen	4096	A2-progress_shape_v1-h3+progress_exit_readout+memory_tiered_routing_v1	ok	0.05360107421875	False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1.log	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1.pt
1774833413	short_prescreen	4096	A2-progress_shape_v1-h3+progress_exit_readout+memory_tiered_routing_v1+m1_lite	ok	0.05057373046875	False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite.log	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite.pt
1774834193	short_prescreen	4096	A2-progress_shape_v1-h3+progress_exit_readout+memory_tiered_routing_v1+m1_anti_collapse	ok	0.060791015625	False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse.log	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse.pt
1774834973	short_prescreen	4096	A2-progress_shape_v1-h3+progress_exit_readout+memory_tiered_routing_v1+m1_lite+zone_loss	ok	0.057299804687500004	True	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__zone_loss.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__zone_loss.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__zone_loss.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__zone_loss.log	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__zone_loss.pt
1774835753	short_prescreen	4096	A2-progress_shape_v1-h3+progress_exit_readout+memory_tiered_routing_v1+m1_anti_collapse+entropy_guard	ok	0.04154052734375	False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse__entropy_guard.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse__entropy_guard.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse__entropy_guard.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse__entropy_guard.log	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse__entropy_guard.pt
1774836533	short_prescreen	4096	A2-progress_shape_v1-h3+progress_exit_readout+memory_tiered_routing_v1+m1_lite+vitality_loss	ok	0.042138671875	False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__vitality_loss.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__vitality_loss.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__vitality_loss.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__vitality_loss.log	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__vitality_loss.pt
1774837313	short_prescreen	4096	A2-progress_shape_v1-h3+progress_exit_readout+memory_tiered_routing_v1+m1_lite+local_floor	ok	0.051123046875	False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__local_floor.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__local_floor.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__local_floor.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__local_floor.log	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_lite__local_floor.pt
1774838123	short_prescreen	4096	A2-progress_shape_v1-h3+progress_exit_readout+memory_tiered_routing_v1+m1_anti_collapse+anti_budget	ok	0.10517578125	False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse__anti_budget.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse__anti_budget.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse__anti_budget.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse__anti_budget.log	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__memory_tiered_routing_v1__m1_anti_collapse__anti_budget.pt
1774838873	short_prescreen	4096	A2-progress_shape_v1-h3+progress_exit_readout+summary_chunk_film_v2_progress+s_lite_control	ok	0.04830322265625	False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__summary_chunk_film_v2_progress__s_lite_control.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__summary_chunk_film_v2_progress__s_lite_control.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__summary_chunk_film_v2_progress__s_lite_control.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__summary_chunk_film_v2_progress__s_lite_control.log	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_rescue13_arcagi_20260330_083823/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__summary_chunk_film_v2_progress__s_lite_control.pt
